generation	variant	commit	status	lines	classes	methods	ast_nodes	cyclomatic	combined_score	gini	population	trade_price	trade_volume	survival	wealth_cv	entropy	passes	description
13	1	ce128e1	fail	33	1	5	1194	39	501.00	0.3574	67	1.1380	2197239	0.3367	0.6291	3.0130	FAIL	Simplified the agent initialization and occupancy management using `dict.pop`, and reduced the cyclomatic complexity of the trade loop by replacing the unbounded `while True` with a bounded `for` loop and removing the redundant second utility check.
13	1	ce128e1	fail	34	1	5	1265	39	529.40	0.3627	65	0.9953	5550	0.3233	0.6389	2.9420	FAIL	Simplified agent lifecycle by removing the redundant `living` list, shuffling `self.agents` directly, and using `dict.pop` for occupancy management, while also bounding the trade negotiation loop.
13	1	ce128e1	fail	32	1	5	1258	38	526.00	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Simplified occupancy management using `pop`, removed redundant spatial filter in `off` precomputation, and condensed mortality and trade loops to reduce cyclomatic complexity and AST nodes.
13	1	ce128e1	fail	32	1	5	1273	40	533.20	0.3656	66	1.0027	5442	0.3317	0.6432	2.8989	FAIL	Merged the movement, metabolism, and trade loops into a single pass over the living agents to reduce redundant iterations and decision points, and replaced the unbounded trade negotiation loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	fail	35	1	5	1251	39	523.80	0.3573	59	1.0774	4917	0.2967	0.6356	2.8407	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using a direct `self.agents` iteration with survival guards; replaced the unbounded trade `while` loop with a bounded `for` loop and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	32	1	5	1259	38	526.40	0.3621	67	1.0153	5373	0.3333	0.6380	2.8992	FAIL	Merged the movement, metabolism, and trade loops into a single pass over agents and replaced the unbounded trade negotiation loop with a bounded `for` loop to reduce cyclomatic complexity and AST nodes.
13	1	ce128e1	crash	32	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent iteration by shuffling `self.agents` directly and using a survival guard, and used slice assignment and `dict.pop` for more compact movement and mortality management.
13	1	ce128e1	pass	33	1	5	1268	40	531.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified the agent lifecycle and occupancy management by using `dict.pop` and replaced the unbounded `while True` trade negotiation loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	fail	33	1	5	1259	39	527.00	0.3538	59	1.1376	5184	0.2933	0.6230	2.9411	FAIL	Simplified agent initialization using `rng.choice` to avoid `while` loops, and streamlined occupancy management and mortality using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1257	39	526.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Streamlined agent lifecycle and occupancy management by removing redundant list creation and using `dict.pop` for safer mortality and movement.
13	1	ce128e1	crash	32	1	5	1248	38	522.00	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle and merged the movement, metabolism, and trade loops into a single pass to reduce redundant iterations and list creation, while also removing the movement tie-breaker to reduce AST nodes.
13	1	ce128e1	fail	34	1	5	1267	39	530.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using a single `self.agents` iteration with survival guards, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	pass	33	1	5	1263	40	529.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified agent mortality and movement by using `dict.pop` and condensing metabolic and mortality logic into single-line statements to reduce AST nodes and line count.
13	1	ce128e1	crash	34	1	5	1222	39	512.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Streamlined agent lifecycle and occupancy management, and simplified the trade utility condition using a ratio-based mathematical identity.
13	1	ce128e1	crash	34	1	5	1253	39	524.60	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by shuffling the main agent list and using survival guards to remove the redundant `living` list, and streamlined occupancy management and movement by removing the tie-breaker and using `dict.pop`.
13	1	ce128e1	fail	36	1	5	1236	39	517.80	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Streamlined the agent lifecycle and occupancy management by removing the redundant `living` list and using `dict.pop` to handle movement and mortality in a single, more efficient pass.
13	1	ce128e1	fail	32	1	5	1252	37	523.00	0.3621	67	1.0153	5373	0.3333	0.6380	2.8992	FAIL	Consolidate movement, metabolism, and trade into a single agent iteration loop and replace the unbounded trade bargaining with a bounded loop to reduce cyclomatic complexity and AST density.
13	1	ce128e1	fail	32	1	5	1252	37	523.00	0.3720	69	1.0086	5647	0.3450	0.6556	2.9437	FAIL	Merged the movement, metabolism, and trade phases into a single agent iteration loop and replaced the unbounded trade negotiation `while` loop with a bounded `for` loop to reduce cyclomatic complexity and AST nodes.
13	1	ce128e1	fail	34	1	5	1265	39	529.40	0.3495	67	1.0301	5265	0.3350	0.6173	3.0146	FAIL	Simplified agent lifecycle management by removing the redundant `living` list and replacing the unbounded trade `while` loop with a bounded `for` loop, while using `dict.pop` for more robust occupancy management.
13	1	ce128e1	fail	40	1	5	1290	42	541.20	0.3061	48	1.0828	5616	0.2417	0.5391	3.3526	FAIL	De-densified the movement and trade logic by replacing the high-AST `max()` generator with a structured `for` loop and streamlining occupancy management with `dict.pop`.
13	1	ce128e1	crash	33	1	5	1264	40	529.60	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement tie-breaker by removing the distance component and replaced the unbounded trade negotiation `while` loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	fail	33	1	5	1258	40	527.20	0.3605	67	1.0146	5349	0.3367	0.6347	2.9796	FAIL	Simplified agent lifecycle and occupancy management using `dict.pop` and `slice` assignment, and replaced the unbounded trade negotiation with a bounded `for` loop.
13	1	ce128e1	crash	34	1	5	1263	41	529.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement selection by removing the distance tie-breaker, replaced the unbounded trade negotiation `while` loop with a bounded `for` loop, and used `dict.pop` for safer occupancy management to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	crash	34	1	5	1257	39	526.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by shuffling the main agent list directly and using survival guards, removed the movement tie-breaker to reduce AST density, and replaced the unbounded trade negotiation loop with a bounded `for` loop and `dict.pop` for more efficient occupancy management.
13	1	ce128e1	fail	33	1	5	1290	41	540.60	0.3605	67	1.0146	5349	0.3367	0.6347	2.9796	FAIL	Simplified the spatial offset precomputation, replaced the unbounded trade bargaining loop with a bounded loop, and streamlined occupancy management using `pop`.
13	1	ce128e1	fail	36	1	5	1273	40	533.20	0.3605	67	1.0146	5349	0.3367	0.6347	2.9796	FAIL	De-golf the movement and trade logic by splitting dense one-liners into structured loops and bounded iterations to reduce AST density and cyclomatic complexity.
13	1	ce128e1	crash	32	1	5	1235	39	517.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified movement tie-breaker, streamlined agent metabolic updates using slice assignment, and removed redundant survival checks in the trade phase.
13	1	ce128e1	fail	34	1	5	1265	39	529.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, and replaced the unbounded trade negotiation `while True` loop with a bounded `for` loop to reduce cyclomatic complexity and AST density.
13	1	ce128e1	fail	32	1	5	1257	38	525.60	0.3663	68	1.0172	5544	0.3400	0.6460	3.0413	FAIL	Merged the agent iteration and trade loops into a single pass, replaced the unbounded trade negotiation loop with a bounded `for` loop, and simplified the agent lifecycle management by shuffling the master agent list directly.
13	1	ce128e1	crash	34	1	5	1255	39	525.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent lifecycle by removing the redundant `living` list, removed the distance tie-breaker in movement selection, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1257	39	526.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by shuffling the main agent list directly to avoid redundant list creation and used `dict.pop` for more robust and compact occupancy management.
13	1	ce128e1	crash	34	1	5	1257	39	526.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by iterating over `self.agents` directly to avoid redundant list creation, replaced the unbounded trade `while` loop with a bounded `for` loop to reduce cyclomatic complexity, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1257	39	526.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and using `self.agents` directly, while streamlining occupancy management with `dict.pop`.
13	1	ce128e1	crash	34	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent lifecycle by removing the redundant `living` list, using `self.agents` directly with survival checks, and streamlining occupancy management with `dict.pop`.
13	1	ce128e1	pass	33	1	5	1263	40	529.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Streamlined occupancy management using `dict.pop` and consolidated mortality and movement logic to reduce the number of statements and AST nodes.
13	1	ce128e1	fail	33	1	5	1264	40	529.60	0.3543	61	1.0985	5091	0.3050	0.6254	2.8747	FAIL	Streamlined the agent lifecycle by replacing `del` with `dict.pop`, simplified the movement utility by removing the distance tie-breaker, and replaced the unbounded trade negotiation `while` loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	crash	31	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Combined shuffling and filtering of living agents into a single list comprehension, used `dict.pop` for cleaner occupancy management, and replaced the unbounded trade negotiation `while` loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	crash	33	1	5	1243	40	521.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement tie-breaker, used `dict.pop` for occupancy management, and replaced the unbounded trade negotiation loop with a bounded `for` loop.
13	1	ce128e1	crash	34	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent lifecycle and occupancy management by removing the redundant `living` list and iterating over `self.agents` directly, while streamlining mortality checks and movement updates.
13	1	ce128e1	crash	34	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent lifecycle by iterating over the master agent list with a survival guard instead of creating a new `living` list, used `dict.pop` for cleaner occupancy management, and replaced the unbounded trade negotiation `while` loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	fail	32	1	5	1273	41	533.80	0.3605	67	1.0146	5349	0.3367	0.6347	2.9796	FAIL	Simplified the agent lifecycle and trade negotiation by replacing the unbounded `while True` loop with a bounded `for` loop and using `dict.pop` for more robust and compact occupancy management.
13	1	ce128e1	fail	34	1	5	1167	38	489.60	0.3602	64	1.1177	343853	0.3183	0.6353	2.8040	FAIL	Simplified the agent iteration by removing the redundant `living` list, reduced cyclomatic complexity by replacing the unbounded trade `while` loop with a bounded `for` loop, removed the redundant second utility check in the trade logic, and removed the distance tie-breaker in the movement `max()` g
13	1	ce128e1	crash	33	1	5	1263	40	529.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent movement by removing the distance tie-breaker and replaced the unbounded trade negotiation loop with a bounded loop to reduce cyclomatic complexity.
13	1	ce128e1	fail	32	1	5	1246	38	521.20	0.3650	60	1.0951	5078	0.3000	0.6422	2.8163	FAIL	Merged the movement, metabolism, mortality, and trade phases into a single loop over all agents, removed the redundant `living` list creation, simplified occupancy management using `dict.pop`, and removed the movement distance tie-breaker.
13	1	ce128e1	fail	32	1	5	1249	38	522.40	0.3650	60	1.0951	5078	0.3000	0.6422	2.8163	FAIL	Simplified the agent lifecycle by merging the movement and trade loops into a single pass over the agents, removing the redundant `living` list creation, and simplifying the movement tie-breaker and occupancy management.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement utility by removing the distance tie-breaker and replaced the unbounded trade negotiation `while True` loop with a bounded `for` loop to reduce cyclomatic complexity.
13	1	ce128e1	crash	33	1	5	1257	39	526.20	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by using `rng.permutation` to combine shuffling and filtering, and streamlined movement and mortality management using `dict.pop` and a more compact metabolic update.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by using `dict.pop` for safer occupancy management, replaced the unbounded trade `while True` loop with a bounded `for` loop to reduce cyclomatic complexity, and cleaned up the movement and metabolism logic.
13	1	ce128e1	crash	32	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Streamlined the agent lifecycle and trade negotiation by using `dict.pop` for more efficient occupancy management and replacing the conditional trade loop with a filtered list comprehension to reduce cyclomatic complexity.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent representation using NumPy arrays to allow for efficient slice-based updates and reduced metabolic/movement logic complexity.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent lifecycle and trade loop by using `dict.pop` for occupancy management, replacing the unbounded `while True` with a bounded `for` loop, and condensing mortality checks.
13	1	ce128e1	crash	33	1	5	1271	39	531.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Streamlined agent lifecycle and spatial offsets by pre-filtering the movement range and consolidating the living agent list creation and shuffling.
13	1	ce128e1	pass	33	1	5	1266	40	530.40	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified agent lifecycle and trade negotiation by using `dict.pop` for occupancy management, replacing the unbounded `while` loop with a bounded `for` loop, and using an assignment expression in the movement logic.
13	1	ce128e1	fail	40	1	5	1310	44	550.40	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Refactored the movement and agent lifecycle logic to replace the high-AST `max()` generator with a more structured loop, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1262	39	528.20	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Removed the redundant `living` list by shuffling `self.agents` directly and using `continue` to reduce nesting; streamlined occupancy management using `dict.pop`.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle and occupancy management using `dict.pop` and slice assignment, and reduced the cyclomatic complexity of the trade negotiation by replacing the unbounded `while True` loop with a bounded `for` loop.
13	1	ce128e1	crash	33	1	5	1259	40	527.60	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement selection by removing the distance tie-breaker from the `max()` generator and streamlined occupancy management and sugar updates using `dict.pop` and `ndarray.fill`.
13	1	ce128e1	pass	32	1	5	1267	41	531.40	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified agent lifecycle and occupancy management by using `dict.pop` and filtering the `living` list before the trade loop to remove redundant conditional checks.
13	1	ce128e1	fail	33	1	5	1249	39	523.00	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Simplified agent mortality and movement by using `a[0]*a[1]<=0` for survival checks, `dict.pop` for occupancy management, and slice assignment for position updates to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	crash	32	1	5	1202	40	504.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Removed the distance tie-breaker in movement selection, simplified the trade negotiation loop by removing the redundant second utility check, and streamlined agent mortality and movement using `dict.pop`.
13	1	ce128e1	fail	33	1	5	1258	38	526.00	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified agent representation by precomputing the metabolism ratio and streamlined the agent lifecycle and trade loops to reduce redundant list creation and branching.
13	1	ce128e1	crash	34	1	5	1264	38	528.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by replacing the redundant `living` list with a shuffled `self.agents` list and using `continue` to skip dead agents, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1261	38	527.20	0.4986	70	1.0195	5477	0.3517	1.0514	2.9933	FAIL	Simplified agent lifecycle and occupancy management by using `self.agents[:]` and `continue` to avoid redundant list filtering, and condensed the metabolic/mortality and movement/occupancy logic to reduce AST density.
13	1	ce128e1	fail	34	1	5	1261	39	527.80	0.3495	67	1.0301	5265	0.3350	0.6173	3.0146	FAIL	Simplified the agent lifecycle by iterating over the master agent list directly with survival guards, replaced the unbounded trade bargaining loop with a bounded iteration to reduce cyclomatic complexity, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1260	39	527.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Streamlined agent lifecycle and occupancy management by removing the redundant `living` list and using `dict.pop` for more efficient movement and mortality handling.
13	1	ce128e1	fail	33	1	5	1264	40	529.60	0.3493	61	1.0961	4810	0.3050	0.6163	2.9008	FAIL	Simplified the movement selection by removing the distance tie-breaker and replaced the unbounded trade negotiation loop with a bounded iteration to reduce cyclomatic complexity and AST density.
13	1	ce128e1	fail	34	1	5	1274	39	533.00	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified agent lifecycle management by replacing the `living` list creation with direct iteration over `self.agents` and `continue` guards, and used `pop` for more efficient occupancy management.
13	1	ce128e1	fail	34	1	5	1257	38	525.60	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified agent lifecycle management by removing the redundant `living` list and shuffling the master `self.agents` list directly, and streamlined occupancy management and mortality checks using `dict.pop`.
13	1	ce128e1	fail	34	1	5	1254	38	524.40	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified agent lifecycle management by iterating directly over `self.agents` with survival guards instead of creating a separate `living` list, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	33	1	5	1265	39	529.40	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Simplified the agent lifecycle and mortality checks using multiplication and `dict.pop`, replaced the unbounded trade negotiation `while True` loop with a bounded `for` loop to reduce cyclomatic complexity, and streamlined occupancy management.
13	1	ce128e1	fail	34	1	5	1260	39	527.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified agent lifecycle management by iterating over `self.agents` directly with survival guards and using `dict.pop` for more robust occupancy management, while maintaining the dual-loop structure to preserve spatial trade metrics.
13	1	ce128e1	fail	33	1	5	1252	39	524.20	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Streamlined agent mortality and occupancy management using `pop` and product-based survival checks, and unified sugar map initialization.
13	1	ce128e1	fail	34	1	5	1260	39	527.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list creation and instead shuffling `self.agents` directly, and used `dict.pop` for more compact occupancy management.
13	1	ce128e1	fail	32	1	5	1247	40	522.80	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Streamlined the agent lifecycle and metabolic updates using slice assignment, replaced `del` with `pop` for more compact occupancy management, and removed a redundant conditional check in the trade loop by pre-filtering the living agents.
13	1	ce128e1	fail	34	1	5	1265	39	529.40	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list, replacing `while True` with a bounded trade loop, and using `dict.pop` for cleaner occupancy management.
13	1	ce128e1	fail	34	1	5	1256	39	525.80	0.3680	67	0.9954	5548	0.3367	0.6485	2.9773	FAIL	Simplified agent lifecycle management by removing the redundant `living` list and iterating directly over `self.agents` with survival guards, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	crash	33	1	5	1262	40	528.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified agent initialization, optimized the movement utility generator using assignment expressions to reduce `off` list complexity, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle and trade negotiation by replacing the unbounded `while True` loop with a bounded `for` loop, streamlined occupancy management using `dict.pop`, and simplified the spatial offset list and movement filtering.
13	1	ce128e1	crash	33	1	5	-1	-1	inf	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by replacing the separate list creation and shuffling with `rng.permutation`, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	fail	33	1	5	1258	39	526.60	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Consolidated the agent lifecycle by removing the redundant `living` list, using `dict.pop` for more compact occupancy management, and simplifying the mortality check.
13	1	ce128e1	crash	33	1	5	1221	40	512.40	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the movement tie-breaker by removing the distance component and refactored the trade negotiation utility check into a more compact mathematical form to reduce AST and cyclomatic complexity.
13	1	ce128e1	fail	33	1	5	1260	39	527.40	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Simplified occupancy management using `dict.pop` and consolidated mortality checks to reduce branching and AST complexity.
13	1	ce128e1	fail	33	1	5	1260	39	527.40	0.4610	68	0.9965	5629	0.3383	0.9528	2.8784	FAIL	Simplified the agent lifecycle and occupancy management using `dict.pop`, and consolidated metabolic and mortality checks.
13	1	ce128e1	fail	34	1	5	1255	38	524.80	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified the agent lifecycle by removing the redundant `living` list, shuffling the master `self.agents` list directly, and using `continue` to reduce nesting in the movement loop.
13	1	ce128e1	fail	34	1	5	1257	38	525.60	0.5411	69	0.9902	5386	0.3467	1.1301	2.9878	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, used `dict.pop` for cleaner occupancy management, and reduced nesting by using `continue` guards.
13	1	ce128e1	fail	34	1	5	1265	37	528.20	0.4986	70	1.0195	5477	0.3517	1.0514	2.9933	FAIL	Streamlined the agent lifecycle and spatial offsets by pre-filtering the `off` list to the maximum possible vision, using `dict.pop` for occupancy management, and simplifying mortality checks.
13	1	ce128e1	fail	34	1	5	1259	39	527.00	0.3571	67	1.0005	5511	0.3350	0.6276	3.0001	FAIL	Simplified the agent lifecycle by removing the redundant `living` list and shuffling `self.agents` directly, and streamlined occupancy management using `dict.pop`.
13	1	ce128e1	crash	32	1	5	1214	37	507.80	0.0000	0	0.0000	0	0.0000	0.0000	0.0000	FAIL	Simplified the agent lifecycle by iterating over the master agent list with a survival guard, replaced the redundant `living` list with direct iteration, and simplified the trade negotiation condition using a more compact mathematical form.
13	1	ce128e1	fail	40	1	5	1302	42	546.00	0.3642	64	0.9690	5686	0.3200	0.6386	3.6190	FAIL	Replace the high-complexity `max` generator and the dense trade `while` loop with structured `for` loops to reduce AST nodes and cyclomatic complexity.
13	1	ce128e1	fail	33	1	5	1297	42	544.00	0.3437	57	1.0380	5148	0.2833	0.6080	2.8627	FAIL	Simplified agent initialization using a single NumPy call and optimized the agent lifecycle and trade loops by using `dict.pop` and filtering living agents to reduce nesting and cyclomatic complexity.
13	1	ce128e1	pass	32	1	5	1254	41	526.20	0.3570	67	1.0006	5725	0.3367	0.6272	3.0345	PASS	Simplified agent initialization, streamlined the agent lifecycle in the `step` method using assignment expressions and `dict.pop`, and optimized the trade loop by pre-filtering living agents to remove redundant conditional checks.
